COUNTY,PRECINCT,timing,election_name,VOTER COUNT
DALLAS,2128,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,255
DALLAS,2128,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,133
DALLAS,2129,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,18
DALLAS,2129,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,6
DALLAS,2129,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,11
DALLAS,2129,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,10
DALLAS,2130,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,44
DALLAS,2130,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,27
DALLAS,2130,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,43
DALLAS,2130,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,23
DALLAS,2131,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,44
DALLAS,2131,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,38
DALLAS,2131,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,51
DALLAS,2131,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,21
DALLAS,2132,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,24
DALLAS,2132,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,22
DALLAS,2132,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,29
DALLAS,2132,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,17
DALLAS,2133,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,1
DALLAS,2133,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,1
DALLAS,2134,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,96
DALLAS,2134,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,34
DALLAS,2134,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,86
DALLAS,2134,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,34
DALLAS,2137,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,39
DALLAS,2137,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,18
DALLAS,2137,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,28
DALLAS,2137,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,14
DALLAS,2138,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,19
DALLAS,2138,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,15
DALLAS,2138,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,17
DALLAS,2138,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,11
DALLAS,2139,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,28
DALLAS,2139,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,14
DALLAS,2139,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,10
DALLAS,2139,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,3
DALLAS,2140,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,26
DALLAS,2140,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,7
DALLAS,2140,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,18
DALLAS,2140,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,9
DALLAS,2141,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,38
DALLAS,2141,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,13
DALLAS,2141,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,21
DALLAS,2141,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,8
DALLAS,2142,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,40
DALLAS,2142,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,25
DALLAS,2142,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,28
DALLAS,2142,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,12
DALLAS,2143,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,11
DALLAS,2143,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,14
DALLAS,2143,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,16
DALLAS,2143,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,3
DALLAS,2144,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,89
DALLAS,2144,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,79
DALLAS,2144,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,60
DALLAS,2144,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,30
DALLAS,2145,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,102
DALLAS,2145,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,99
DALLAS,2145,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,48
DALLAS,2145,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,16
DALLAS,2146,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,99
DALLAS,2146,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,59
DALLAS,2146,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,59
DALLAS,2146,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,19
DALLAS,2147,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,150
DALLAS,2147,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,142
DALLAS,2147,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,128
DALLAS,2147,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,57
DALLAS,2148,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,46
DALLAS,2148,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,7
DALLAS,2148,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,28
DALLAS,2148,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,8
DALLAS,2149,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,115
DALLAS,2149,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,54
DALLAS,2149,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,90
DALLAS,2149,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,27
DALLAS,2150,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,62
DALLAS,2150,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,31
DALLAS,2150,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,53
DALLAS,2150,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,20
DALLAS,2151,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,16
DALLAS,2151,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,15
DALLAS,2151,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,6
DALLAS,2151,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,8
DALLAS,2152,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,83
DALLAS,2152,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,55
DALLAS,2152,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,31
DALLAS,2152,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,16
DALLAS,2153,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,92
DALLAS,2153,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,51
DALLAS,2153,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,40
DALLAS,2153,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,14
DALLAS,2154,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,3
DALLAS,2154,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,1
DALLAS,2154,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,2
DALLAS,2155,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,187
DALLAS,2155,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,121
DALLAS,2155,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,192
DALLAS,2155,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,74
DALLAS,2200,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,65
DALLAS,2200,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,306
DALLAS,2200,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,55
DALLAS,2200,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,100
DALLAS,2200,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,142
DALLAS,2200,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1341
DALLAS,2200,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,57
DALLAS,2200,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,218
DALLAS,2201,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,61
DALLAS,2201,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,274
DALLAS,2201,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,63
DALLAS,2201,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,118
DALLAS,2201,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,136
DALLAS,2201,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1333
DALLAS,2201,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,76
DALLAS,2201,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,223
DALLAS,2202,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,50
DALLAS,2202,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,328
DALLAS,2202,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,60
DALLAS,2202,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,94
DALLAS,2202,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,130
DALLAS,2202,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1334
DALLAS,2202,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,68
DALLAS,2202,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,196
DALLAS,2203,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,59
DALLAS,2203,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,248
DALLAS,2203,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,68
DALLAS,2203,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,99
DALLAS,2203,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,106
DALLAS,2203,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1113
DALLAS,2203,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,60
DALLAS,2203,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,166
DALLAS,2220,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,29
DALLAS,2220,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,269
DALLAS,2220,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,50
DALLAS,2220,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,104
DALLAS,2220,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,183
DALLAS,2220,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1368
DALLAS,2220,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,37
DALLAS,2220,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,299
DALLAS,2221,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,78
DALLAS,2221,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,548
DALLAS,2221,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,106
DALLAS,2221,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,197
DALLAS,2221,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,288
DALLAS,2221,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2774
DALLAS,2221,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,127
DALLAS,2221,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,552
DALLAS,2222,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,75
DALLAS,2222,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,407
DALLAS,2222,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,68
DALLAS,2222,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,154
DALLAS,2222,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,247
DALLAS,2222,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2285
DALLAS,2222,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,102
DALLAS,2222,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,361
DALLAS,2223,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,77
DALLAS,2223,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,221
DALLAS,2223,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,64
DALLAS,2223,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,123
DALLAS,2223,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,98
DALLAS,2223,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1219
DALLAS,2223,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,50
DALLAS,2223,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,151
DALLAS,2224,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,64
DALLAS,2224,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,183
DALLAS,2224,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,71
DALLAS,2224,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,125
DALLAS,2224,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,61
DALLAS,2224,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1210
DALLAS,2224,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,47
DALLAS,2224,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,106
DALLAS,2225,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,46
DALLAS,2225,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,263
DALLAS,2225,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,77
DALLAS,2225,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,95
DALLAS,2225,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,146
DALLAS,2225,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1250
DALLAS,2225,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,71
DALLAS,2225,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,194
DALLAS,2226,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,97
DALLAS,2226,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,479
DALLAS,2226,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,98
DALLAS,2226,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,162
DALLAS,2226,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,203
DALLAS,2226,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2110
DALLAS,2226,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,83
DALLAS,2226,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,314
DALLAS,2300,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,38
DALLAS,2300,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,57
DALLAS,2300,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,58
DALLAS,2300,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,70
DALLAS,2300,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,23
DALLAS,2300,EV,2020 NOVEMBER 3RD GENERAL ELECTION,793
DALLAS,2300,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,53
DALLAS,2300,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,43
DALLAS,2301,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,102
DALLAS,2301,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,229
DALLAS,2301,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,174
DALLAS,2301,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,183
DALLAS,2301,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,226
DALLAS,2301,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1718
DALLAS,2301,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,131
DALLAS,2301,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,255
DALLAS,2302,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,55
DALLAS,2302,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,37
DALLAS,2302,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,53
DALLAS,2302,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,72
DALLAS,2302,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,25
DALLAS,2302,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1029
DALLAS,2302,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,32
DALLAS,2302,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,30
DALLAS,2303,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,92
DALLAS,2303,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,134
DALLAS,2303,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,94
DALLAS,2303,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,136
DALLAS,2303,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,106
DALLAS,2303,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1553
DALLAS,2303,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,122
DALLAS,2303,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,142
DALLAS,2305,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,87
DALLAS,2305,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,73
DALLAS,2305,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,180
DALLAS,2305,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,255
DALLAS,2305,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,167
DALLAS,2305,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2694
DALLAS,2305,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,106
DALLAS,2305,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,58
DALLAS,2306,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,72
DALLAS,2306,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,102
DALLAS,2306,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,75
DALLAS,2306,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,70
DALLAS,2306,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,55
DALLAS,2306,EV,2020 NOVEMBER 3RD GENERAL ELECTION,912
DALLAS,2306,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,41
DALLAS,2306,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,69
DALLAS,2307,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,40
DALLAS,2307,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,50
DALLAS,2307,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,59
DALLAS,2307,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,77
DALLAS,2307,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,31
DALLAS,2307,EV,2020 NOVEMBER 3RD GENERAL ELECTION,487
DALLAS,2307,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,46
DALLAS,2307,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,36
DALLAS,2308,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,90
DALLAS,2308,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,81
DALLAS,2308,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,33
DALLAS,2308,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,32
DALLAS,2308,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,11
DALLAS,2308,EV,2020 NOVEMBER 3RD GENERAL ELECTION,825
DALLAS,2308,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,65
DALLAS,2308,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,46
DALLAS,2309,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,55
DALLAS,2309,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,35
DALLAS,2309,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,73
DALLAS,2309,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,84
DALLAS,2309,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,19
DALLAS,2309,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1096
DALLAS,2309,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,38
DALLAS,2309,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,23
DALLAS,2310,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,87
DALLAS,2310,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,178
DALLAS,2310,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,128
DALLAS,2310,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,148
DALLAS,2310,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,114
DALLAS,2310,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1506
DALLAS,2310,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,91
DALLAS,2310,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,146
DALLAS,2311,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,9
DALLAS,2311,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,17
DALLAS,2311,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,7
DALLAS,2311,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,13
DALLAS,2311,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,10
DALLAS,2311,EV,2020 NOVEMBER 3RD GENERAL ELECTION,212
DALLAS,2311,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,9
DALLAS,2311,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,10
DALLAS,2312,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,1
DALLAS,2312,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,1
DALLAS,2312,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,4
DALLAS,2312,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,4
DALLAS,2312,EV,2020 NOVEMBER 3RD GENERAL ELECTION,30
DALLAS,2315,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,5
DALLAS,2315,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,2
DALLAS,2315,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,2
DALLAS,2315,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,4
DALLAS,2316,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,50
DALLAS,2316,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,122
DALLAS,2316,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,106
DALLAS,2316,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,170
DALLAS,2400,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,3
DALLAS,2400,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,4
DALLAS,2400,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,3
DALLAS,2400,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,6
DALLAS,2400,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,10
DALLAS,2400,EV,2020 NOVEMBER 3RD GENERAL ELECTION,124
DALLAS,2400,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,4
DALLAS,2400,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,11
DALLAS,2401,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,156
DALLAS,2401,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,228
DALLAS,2401,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,261
DALLAS,2401,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,332
DALLAS,2401,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,266
DALLAS,2401,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2281
DALLAS,2401,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,235
DALLAS,2401,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,253
DALLAS,2402,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,104
DALLAS,2402,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,167
DALLAS,2402,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,195
DALLAS,2402,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,228
DALLAS,2402,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,157
DALLAS,2402,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2024
DALLAS,2402,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,153
DALLAS,2402,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,153
DALLAS,2403,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,1
DALLAS,2403,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3
DALLAS,2404,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,54
DALLAS,2404,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,79
DALLAS,2404,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,81
DALLAS,2404,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,117
DALLAS,2404,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,93
DALLAS,2404,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1129
DALLAS,2404,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,88
DALLAS,2404,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,68
DALLAS,2405,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,116
DALLAS,2405,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,239
DALLAS,2405,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,210
DALLAS,2405,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,311
DALLAS,2405,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,229
DALLAS,2405,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2452
DALLAS,2405,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,203
DALLAS,2405,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,245
DALLAS,2406,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,134
DALLAS,2406,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,196
DALLAS,2406,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,152
DALLAS,2406,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,193
DALLAS,2406,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,129
DALLAS,2406,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2143
DALLAS,2406,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,144
DALLAS,2406,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,129
DALLAS,2407,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,110
DALLAS,2407,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,172
DALLAS,2407,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,219
