,Destination County,Origin State/Region,Origin County,Movers - Estimate,Movers - MOE
216759,Dallas,Mississippi,Harrison,40,43
216760,Dallas,Mississippi,Hinds,151,157
216761,Dallas,Mississippi,Issaquena,24,40
216762,Dallas,Mississippi,Jackson,73,115
216763,Dallas,Mississippi,Lafayette,87,58
216764,Dallas,Mississippi,Lauderdale,20,32
216765,Dallas,Mississippi,Madison,129,132
216766,Dallas,Mississippi,Quitman,7,11
216767,Dallas,Mississippi,Washington,31,32
216768,Dallas,Mississippi,Yazoo,13,22
216769,Dallas,Missouri,Boone,21,26
216770,Dallas,Missouri,Buchanan,18,34
216771,Dallas,Missouri,Cape Girardeau,8,11
216772,Dallas,Missouri,Clay,164,264
216773,Dallas,Missouri,Cole,170,257
216774,Dallas,Missouri,Franklin,273,308
216775,Dallas,Missouri,Greene,33,41
216776,Dallas,Missouri,Jackson,110,86
216777,Dallas,Missouri,Johnson,6,11
216778,Dallas,Missouri,McDonald,15,24
216779,Dallas,Missouri,New Madrid,22,34
216780,Dallas,Missouri,Platte,132,173
216781,Dallas,Missouri,Pulaski,49,59
216782,Dallas,Missouri,St. Charles,148,165
216783,Dallas,Missouri,St. Louis,147,77
216784,Dallas,Missouri,Stone,9,16
216785,Dallas,Missouri,Texas,31,49
216786,Dallas,Missouri,St. Lou,266,198
216787,Dallas,Nebraska,Douglas,46,37
216788,Dallas,Nebraska,Lancaster,29,27
216789,Dallas,Nevada,Clark,292,181
216790,Dallas,Nevada,Nye,11,18
216791,Dallas,Nevada,Washoe,122,144
216792,Dallas,New Hampshire,Grafton,52,49
216793,Dallas,New Hampshire,Hillsborough,41,70
216794,Dallas,New Jersey,Atlantic,127,126
216795,Dallas,New Jersey,Bergen,91,91
216796,Dallas,New Jersey,Burlington,34,49
216797,Dallas,New Jersey,Camden,18,29
216798,Dallas,New Jersey,Essex,71,62
216799,Dallas,New Jersey,Hudson,326,166
216800,Dallas,New Jersey,Mercer,22,23
216801,Dallas,New Jersey,Middlesex,494,293
216802,Dallas,New Jersey,Morris,23,29
216803,Dallas,New Jersey,Ocean,14,22
216804,Dallas,New Jersey,Somerset,26,29
216805,Dallas,New Jersey,Union,65,80
216806,Dallas,New Mexico,Bernalillo,165,114
216807,Dallas,New Mexico,Curry,17,28
216808,Dallas,New Mexico,Doña Ana,27,33
216809,Dallas,New Mexico,Eddy,37,47
216810,Dallas,New Mexico,Lea,7,13
216811,Dallas,New Mexico,Otero,166,251
216812,Dallas,New Mexico,San Juan,7,13
216813,Dallas,New Mexico,Santa Fe,20,24
216814,Dallas,New York,Bronx,189,142
216815,Dallas,New York,Broome,29,42
216816,Dallas,New York,Cortland,11,18
216817,Dallas,New York,Franklin,10,16
216818,Dallas,New York,Jefferson,32,50
216819,Dallas,New York,Kings,317,142
216820,Dallas,New York,Monroe,43,62
216821,Dallas,New York,Nassau,64,64
216822,Dallas,New York,New York,529,216
216823,Dallas,New York,Oneida,13,33
216824,Dallas,New York,Orange,19,25
216825,Dallas,New York,Oswego,9,13
216826,Dallas,New York,Queens,274,174
216827,Dallas,New York,Rensselaer,1,3
216828,Dallas,New York,Rockland,8,13
216829,Dallas,New York,St. Lawrence,18,31
216830,Dallas,New York,Steuben,47,73
216831,Dallas,New York,Suffolk,69,67
216832,Dallas,New York,Tompkins,11,17
216833,Dallas,New York,Westchester,242,195
216834,Dallas,North Carolina,Alamance,16,26
216835,Dallas,North Carolina,Beaufort,55,75
216836,Dallas,North Carolina,Buncombe,34,47
216837,Dallas,North Carolina,Burke,11,22
216838,Dallas,North Carolina,Catawba,16,24
216839,Dallas,North Carolina,Craven,21,33
216840,Dallas,North Carolina,Cumberland,257,204
216841,Dallas,North Carolina,Davidson,16,28
216842,Dallas,North Carolina,Durham,62,63
216843,Dallas,North Carolina,Guilford,28,44
216844,Dallas,North Carolina,Harnett,12,19
216845,Dallas,North Carolina,Johnston,33,53
216846,Dallas,North Carolina,Lee,78,122
216847,Dallas,North Carolina,Macon,41,66
216848,Dallas,North Carolina,Mecklenburg,425,354
216849,Dallas,North Carolina,Orange,29,43
216850,Dallas,North Carolina,Pitt,30,38
216851,Dallas,North Carolina,Rutherford,13,19
216852,Dallas,North Carolina,Union,44,50
216853,Dallas,North Carolina,Wake,68,56
216854,Dallas,North Carolina,Watauga,31,49
216855,Dallas,North Dakota,Cass,40,40
216856,Dallas,North Dakota,Ward,7,11
216857,Dallas,Ohio,Ashtabula,6,9
216858,Dallas,Ohio,Butler,26,43
216859,Dallas,Ohio,Cuyahoga,92,107
216860,Dallas,Ohio,Franklin,500,342
216861,Dallas,Ohio,Greene,67,72
216862,Dallas,Ohio,Hamilton,183,150
216863,Dallas,Ohio,Jefferson,7,11
216864,Dallas,Ohio,Lorain,30,34
216865,Dallas,Ohio,Lucas,118,264
216866,Dallas,Ohio,Mahoning,14,23
216867,Dallas,Ohio,Montgomery,117,97
216868,Dallas,Ohio,Portage,17,28
216869,Dallas,Ohio,Stark,36,45
216870,Dallas,Ohio,Summit,77,82
216871,Dallas,Ohio,Warren,153,242
216872,Dallas,Ohio,Wood,22,37
216873,Dallas,Oklahoma,Bryan,20,36
216874,Dallas,Oklahoma,Canadian,14,22
216875,Dallas,Oklahoma,Cherokee,19,18
216876,Dallas,Oklahoma,Cleveland,365,149
216877,Dallas,Oklahoma,Comanche,154,129
216878,Dallas,Oklahoma,Garfield,111,122
216879,Dallas,Oklahoma,Grady,30,45
216880,Dallas,Oklahoma,Harper,2,4
216881,Dallas,Oklahoma,Kiowa,3,8
216882,Dallas,Oklahoma,Logan,36,55
216883,Dallas,Oklahoma,McCurtain,292,433
216884,Dallas,Oklahoma,Mayes,9,16
216885,Dallas,Oklahoma,Muskogee,14,28
216886,Dallas,Oklahoma,Oklahoma,809,372
216887,Dallas,Oklahoma,Osage,10,14
216888,Dallas,Oklahoma,Payne,137,125
216889,Dallas,Oklahoma,Pittsburg,8,14
216890,Dallas,Oklahoma,Pontotoc,87,105
216891,Dallas,Oklahoma,Tulsa,671,359
216892,Dallas,Oklahoma,Wagoner,15,24
216893,Dallas,Oregon,Benton,39,49
216894,Dallas,Oregon,Clackamas,29,30
216895,Dallas,Oregon,Deschutes,10,17
216896,Dallas,Oregon,Jackson,37,28
216897,Dallas,Oregon,Multnomah,273,241
216898,Dallas,Oregon,Washington,76,66
216899,Dallas,Pennsylvania,Allegheny,789,617
216900,Dallas,Pennsylvania,Beaver,15,21
216901,Dallas,Pennsylvania,Carbon,25,40
216902,Dallas,Pennsylvania,Centre,27,35
216903,Dallas,Pennsylvania,Chester,26,42
216904,Dallas,Pennsylvania,Cumberland,48,53
216905,Dallas,Pennsylvania,Delaware,71,106
216906,Dallas,Pennsylvania,Erie,76,87
216907,Dallas,Pennsylvania,Indiana,47,71
216908,Dallas,Pennsylvania,Lancaster,9,15
216909,Dallas,Pennsylvania,Lehigh,14,22
216910,Dallas,Pennsylvania,Lycoming,58,92
216911,Dallas,Pennsylvania,Montgomery,71,61
216912,Dallas,Pennsylvania,Northampton,15,21
216913,Dallas,Pennsylvania,Philadelphia,338,198
216914,Dallas,Pennsylvania,Pike,9,16
216915,Dallas,Pennsylvania,Westmoreland,11,18
216916,Dallas,Rhode Island,Providence,16,25
216917,Dallas,South Carolina,Berkeley,35,53
216918,Dallas,South Carolina,Charleston,90,64
216919,Dallas,South Carolina,Dorchester,17,28
216920,Dallas,South Carolina,Greenville,132,103
216921,Dallas,South Carolina,Horry,18,27
216922,Dallas,South Carolina,Kershaw,27,48
216923,Dallas,South Carolina,Lancaster,69,73
216924,Dallas,South Carolina,Pickens,67,92
216925,Dallas,South Carolina,Richland,307,229
216926,Dallas,South Carolina,Spartanburg,20,22
216927,Dallas,South Dakota,Meade,53,83
216928,Dallas,South Dakota,Pennington,47,37
216929,Dallas,Tennessee,Coffee,11,18
216930,Dallas,Tennessee,Davidson,508,245
216931,Dallas,Tennessee,Greene,11,21
216932,Dallas,Tennessee,Knox,53,43
216933,Dallas,Tennessee,Madison,101,79
216934,Dallas,Tennessee,Rutherford,56,56
216935,Dallas,Tennessee,Sevier,21,25
216936,Dallas,Tennessee,Shelby,277,151
216937,Dallas,Tennessee,Williamson,19,29
216938,Dallas,Texas,Anderson,169,95
216939,Dallas,Texas,Andrews,15,20
216940,Dallas,Texas,Archer,27,29
216941,Dallas,Texas,Bandera,3,8
216942,Dallas,Texas,Bastrop,23,26
216943,Dallas,Texas,Bee,25,36
216944,Dallas,Texas,Bell,348,160
216945,Dallas,Texas,Bexar,1944,467
216946,Dallas,Texas,Bowie,459,254
216947,Dallas,Texas,Brazoria,230,170
216948,Dallas,Texas,Brazos,800,184
216949,Dallas,Texas,Brewster,38,46
216950,Dallas,Texas,Brooks,3,7
216951,Dallas,Texas,Brown,9,15
216952,Dallas,Texas,Burnet,26,30
216953,Dallas,Texas,Calhoun,13,21
216954,Dallas,Texas,Cameron,410,217
216955,Dallas,Texas,Cass,9,17
216956,Dallas,Texas,Chambers,16,18
216957,Dallas,Texas,Cherokee,26,31
216958,Dallas,Texas,Childress,9,17
216959,Dallas,Texas,Collin,12791,1217
216960,Dallas,Texas,Comal,169,98
216961,Dallas,Texas,Cooke,179,198
216962,Dallas,Texas,Coryell,255,121
216963,Dallas,Texas,Crane,436,247
216964,Dallas,Texas,Crosby,21,27
216965,Dallas,Texas,Culberson,15,19
216966,Dallas,Texas,Delta,99,94
216967,Dallas,Texas,Denton,9843,1239
216968,Dallas,Texas,Ector,281,148
216969,Dallas,Texas,Ellis,1809,782
216970,Dallas,Texas,El Paso,450,194
216971,Dallas,Texas,Erath,30,48
216972,Dallas,Texas,Fannin,47,44
216973,Dallas,Texas,Fayette,36,40
216974,Dallas,Texas,Fort Bend,248,110
216975,Dallas,Texas,Franklin,74,101
216976,Dallas,Texas,Freestone,29,52
216977,Dallas,Texas,Galveston,136,79
216978,Dallas,Texas,Gillespie,10,17
216979,Dallas,Texas,Gray,31,48
216980,Dallas,Texas,Grayson,366,187
216981,Dallas,Texas,Gregg,426,194
216982,Dallas,Texas,Grimes,8,14
216983,Dallas,Texas,Guadalupe,66,91
216984,Dallas,Texas,Hale,48,60
216985,Dallas,Texas,Harris,5012,849
216986,Dallas,Texas,Harrison,198,135
216987,Dallas,Texas,Hartley,17,31
216988,Dallas,Texas,Hays,186,132
216989,Dallas,Texas,Henderson,377,194
216990,Dallas,Texas,Hidalgo,811,422
216991,Dallas,Texas,Hood,118,86
216992,Dallas,Texas,Hopkins,296,232
216993,Dallas,Texas,Houston,109,56
216994,Dallas,Texas,Howard,10,18
216995,Dallas,Texas,Hudspeth,9,16
216996,Dallas,Texas,Hunt,548,226
216997,Dallas,Texas,Jack,22,26
216998,Dallas,Texas,Jackson,75,110
216999,Dallas,Texas,Jasper,93,105
217000,Dallas,Texas,Jefferson,206,107
217001,Dallas,Texas,Jim Wells,15,19
217002,Dallas,Texas,Johnson,372,257
217003,Dallas,Texas,Jones,88,124
217004,Dallas,Texas,Kaufman,2288,606
217005,Dallas,Texas,Kendall,12,16
217006,Dallas,Texas,Kerr,64,47
217007,Dallas,Texas,Kleberg,9,14
217008,Dallas,Texas,Knox,17,34
217009,Dallas,Texas,Lamar,149,82
217010,Dallas,Texas,Lampasas,223,215
217011,Dallas,Texas,Lavaca,13,23
217012,Dallas,Texas,Leon,6,11
217013,Dallas,Texas,Liberty,34,37
217014,Dallas,Texas,Limestone,18,23
217015,Dallas,Texas,Live Oak,12,22
217016,Dallas,Texas,Lubbock,772,208
217017,Dallas,Texas,McCulloch,2,4
217018,Dallas,Texas,McLennan,1101,533
217019,Dallas,Texas,Madison,12,22
217020,Dallas,Texas,Martin,9,13
217021,Dallas,Texas,Matagorda,9,15
217022,Dallas,Texas,Maverick,40,59
217023,Dallas,Texas,Medina,51,6
217024,Dallas,Texas,Midland,152,79
217025,Dallas,Texas,Milam,1,3
217026,Dallas,Texas,Montague,9,15
217027,Dallas,Texas,Montgomery,282,134
217028,Dallas,Texas,Moore,10,12
217029,Dallas,Texas,Morris,8,18
217030,Dallas,Texas,Nacogdoches,60,67
217031,Dallas,Texas,Navarro,168,93
217032,Dallas,Texas,Nueces,295,218
217033,Dallas,Texas,Orange,20,23
217034,Dallas,Texas,Palo Pinto,97,95
217035,Dallas,Texas,Panola,66,74
217036,Dallas,Texas,Parker,180,98
217037,Dallas,Texas,Polk,69,88
217038,Dallas,Texas,Potter,229,125
217039,Dallas,Texas,Randall,51,50
217040,Dallas,Texas,Reeves,1,2
217041,Dallas,Texas,Rockwall,1483,471
217042,Dallas,Texas,Rusk,90,80
217043,Dallas,Texas,San Augustine,46,67
217044,Dallas,Texas,San Patricio,110,126
217045,Dallas,Texas,Scurry,28,35
217046,Dallas,Texas,Shelby,26,39
217047,Dallas,Texas,Smith,796,273
217048,Dallas,Texas,Somervell,25,32
217049,Dallas,Texas,Stephens,10,17
217050,Dallas,Texas,Tarrant,15770,1727
217051,Dallas,Texas,Taylor,979,1054
217052,Dallas,Texas,Terry,32,36
217053,Dallas,Texas,Titus,132,190
217054,Dallas,Texas,Tom Green,143,135
217055,Dallas,Texas,Travis,1683,309
217056,Dallas,Texas,Upshur,8,11
217057,Dallas,Texas,Upton,16,26
217058,Dallas,Texas,Van Zandt,176,98
217059,Dallas,Texas,Victoria,15,25
217060,Dallas,Texas,Walker,1067,1194
217061,Dallas,Texas,Waller,19,37
217062,Dallas,Texas,Ward,106,70
217063,Dallas,Texas,Webb,76,68
217064,Dallas,Texas,Wharton,10,18
217065,Dallas,Texas,Wichita,220,125
217066,Dallas,Texas,Wilbarger,4,10
217067,Dallas,Texas,Williamson,806,329
217068,Dallas,Texas,Winkler,9,20
217069,Dallas,Texas,Wise,189,192
217070,Dallas,Texas,Wood,21,25
217071,Dallas,Utah,Cache,49,71
217072,Dallas,Utah,Salt Lake,135,94
217073,Dallas,Utah,Utah,76,94
217074,Dallas,Utah,Weber,12,20
217075,Dallas,Vermont,Addison,69,83
217076,Dallas,Vermont,Washington,174,138
217077,Dallas,Virginia,Albemarle,14,22
217078,Dallas,Virginia,Arlington,27,30
217079,Dallas,Virginia,Caroline,46,52
217080,Dallas,Virginia,Chesterfield,23,42
217081,Dallas,Virginia,Craig,13,19
217082,Dallas,Virginia,Fairfax,290,214
217083,Dallas,Virginia,Henrico,18,27
217084,Dallas,Virginia,James City,19,30
217085,Dallas,Virginia,Loudoun,107,78
217086,Dallas,Virginia,Montgomery,11,18
217087,Dallas,Virginia,Prince William,116,115
217088,Dallas,Virginia,Rockbridge,42,46
217089,Dallas,Virginia,Alexandr,15,25
217090,Dallas,Virginia,Charlottesvil,26,40
217091,Dallas,Virginia,Chesapea,9,14
217092,Dallas,Virginia,Fairf,26,39
217093,Dallas,Virginia,Hampt,23,36
217094,Dallas,Virginia,Richmo,38,46
217095,Dallas,Virginia,Suffo,21,33
217096,Dallas,Virginia,Virginia Bea,52,70
217097,Dallas,Washington,King,425,239
217098,Dallas,Washington,Kitsap,19,28
217099,Dallas,Washington,Pierce,72,65
217100,Dallas,Washington,Spokane,29,32
217101,Dallas,West Virginia,Randolph,8,13
217102,Dallas,Wisconsin,Brown,11,19
217103,Dallas,Wisconsin,Dane,54,62
217104,Dallas,Wisconsin,Milwaukee,155,173
217105,Dallas,Wisconsin,Ozaukee,22,26
217106,Dallas,Wisconsin,Waushara,17,22
217107,Dallas,Wyoming,Albany,35,57
217108,Dallas,Wyoming,Campbell,6,9
217109,Dallas,Wyoming,Laramie,7,12
217110,Dallas,Wyoming,Uinta,15,16
217111,Dallas,Puerto Rico,Aguadilla Mu,113,181
217112,Dallas,Puerto Rico,Bayamón Mu,127,115
217113,Dallas,Puerto Rico,Caguas Mu,30,39
217114,Dallas,Puerto Rico,Canóvanas Mu,99,119
217115,Dallas,Puerto Rico,Carolina Mu,22,35
217116,Dallas,Puerto Rico,Cayey Mu,59,54
217117,Dallas,Puerto Rico,Dorado Mu,152,184
217118,Dallas,Puerto Rico,Juncos Mu,50,81
217119,Dallas,Puerto Rico,Lajas Mu,1,8
217120,Dallas,Puerto Rico,Mayagüez Mu,46,54
217121,Dallas,Puerto Rico,Moca Mu,7,14
217122,Dallas,Puerto Rico,Ponce Mu,14,23
217123,Dallas,Puerto Rico,San Juan Mu,75,82
217124,Dallas,Puerto Rico,Utuado Mu,79,109
217125,Dallas,Puerto Rico,Villalba Mu,142,229
217126,Dallas,Africa,,2948,893
217127,Dallas,Asia,,6755,842
217128,Dallas,Central America,,8406,1523
217129,Dallas,Caribbean,,455,327
217130,Dallas,Europe,,1171,344
217131,Dallas,U.S. Island Areas,,21,26
217132,Dallas,Northern America,,347,244
217133,Dallas,Oceania and At Sea,,218,151
217134,Dallas,South America,,1396,483
217245,Denton,Alabama,Baldwin,313,443
217246,Denton,Alabama,Coffee,32,55
217247,Denton,Alabama,Lee,7,12
217248,Denton,Alabama,Limestone,20,23
217249,Denton,Alabama,Mobile,230,203
217250,Denton,Alabama,Russell,6,10
217251,Denton,Alaska,Anchorage Munic,30,37
217252,Denton,Arizona,Maricopa,448,257
217253,Denton,Arizona,Mohave,7,12
217254,Denton,Arizona,Yavapai,38,64
217255,Denton,Arkansas,Ashley,39,62
217256,Denton,Arkansas,Benton,55,51
217257,Denton,Arkansas,Bradley,15,32
217258,Denton,Arkansas,Cleburne,18,28
217259,Denton,Arkansas,Columbia,67,58
217260,Denton,Arkansas,Craighead,42,59
217261,Denton,Arkansas,Faulkner,99,155
217262,Denton,Arkansas,Lafayette,72,132
217263,Denton,Arkansas,Pulaski,77,76
217264,Denton,Arkansas,Saline,9,15
217265,Denton,Arkansas,Sebastian,20,34
217266,Denton,Arkansas,Washington,44,67
217267,Denton,California,Alameda,271,229
217268,Denton,California,Contra Costa,142,144
217269,Denton,California,Fresno,57,91
217270,Denton,California,Humboldt,7,13
217271,Denton,California,Kern,83,106
217272,Denton,California,Los Angeles,1158,355
217273,Denton,California,Orange,580,272
217274,Denton,California,Placer,68,65
217275,Denton,California,Plumas,7,12
217276,Denton,California,Riverside,58,64
217277,Denton,California,Sacramento,151,125
217278,Denton,California,San Bernardino,4,6
217279,Denton,California,San Diego,224,128
217280,Denton,California,San Francisco,61,74
217281,Denton,California,San Mateo,35,54
217282,Denton,California,Santa Barbara,230,208
217283,Denton,California,Santa Clara,96,104
217284,Denton,California,Solano,41,56
217285,Denton,California,Sonoma,145,171
217286,Denton,California,Ventura,52,53
217287,Denton,Colorado,Adams,66,100
217288,Denton,Colorado,Arapahoe,37,60
217289,Denton,Colorado,Bent,8,15
217290,Denton,Colorado,Denver,118,107
217291,Denton,Colorado,Douglas,223,196
217292,Denton,Colorado,El Paso,37,33
217293,Denton,Colorado,Jefferson,45,35
217294,Denton,Colorado,Moffat,107,79
217295,Denton,Colorado,Morgan,12,20
217296,Denton,Connecticut,Fairfield,34,56
217297,Denton,Connecticut,Hartford,22,35
217298,Denton,Connecticut,New Haven,189,297
217299,Denton,Delaware,New Castle,20,31
217300,Denton,District of Columbia,District of C,24,42
217301,Denton,Florida,Brevard,137,175
217302,Denton,Florida,Broward,318,191
217303,Denton,Florida,Charlotte,94,149
217304,Denton,Florida,Collier,63,76
217305,Denton,Florida,Duval,13,20
217306,Denton,Florida,Escambia,6,11
217307,Denton,Florida,Hernando,17,27
217308,Denton,Florida,Hillsborough,156,215
217309,Denton,Florida,Lake,102,160
217310,Denton,Florida,Lee,131,139
217311,Denton,Florida,Miami-Dade,293,176
217312,Denton,Florida,Orange,220,140
217313,Denton,Florida,Osceola,41,65
217314,Denton,Florida,Palm Beach,216,188
217315,Denton,Florida,Pasco,18,33
217316,Denton,Florida,Polk,9,13
217317,Denton,Florida,St. Johns,30,45
217318,Denton,Florida,St. Lucie,34,132
217319,Denton,Florida,Seminole,155,141
217320,Denton,Florida,Volusia,26,41
217321,Denton,Georgia,Chatham,60,66
217322,Denton,Georgia,Clayton,100,138
217323,Denton,Georgia,Cobb,41,64
217324,Denton,Georgia,Forsyth,36,39
217325,Denton,Georgia,Fulton,209,170
217326,Denton,Georgia,Gilmer,8,12
217327,Denton,Georgia,Hall,10,17
217328,Denton,Georgia,Henry,23,36
217329,Denton,Georgia,Jeff Davis,29,38
217330,Denton,Georgia,Spalding,130,195
217331,Denton,Georgia,Toombs,29,45
217332,Denton,Hawaii,Honolulu,121,161
217333,Denton,Hawaii,Maui,6,9
217334,Denton,Idaho,Kootenai,58,90
217335,Denton,Illinois,Cook,895,769
217336,Denton,Illinois,DeKalb,23,35
217337,Denton,Illinois,DuPage,172,104
217338,Denton,Illinois,Kane,24,39
217339,Denton,Illinois,Kendall,72,89
217340,Denton,Illinois,Lake,71,82
217341,Denton,Illinois,McHenry,34,54
217342,Denton,Illinois,McLean,18,34
217343,Denton,Illinois,Macon,12,26
217344,Denton,Illinois,Will,92,87
217345,Denton,Illinois,Winnebago,18,26
217346,Denton,Indiana,Hamilton,179,138
217347,Denton,Indiana,Hendricks,7,12
217348,Denton,Indiana,Lake,173,125
217349,Denton,Indiana,LaPorte,16,25
217350,Denton,Indiana,Marion,75,81
217351,Denton,Indiana,Porter,94,148
217352,Denton,Indiana,Posey,8,13
217353,Denton,Indiana,Washington,42,64
217354,Denton,Indiana,Wayne,18,30
217355,Denton,Iowa,Carroll,5,10
217356,Denton,Iowa,Linn,5,12
217357,Denton,Iowa,Polk,117,101
217358,Denton,Kansas,Harvey,29,44
217359,Denton,Kansas,Johnson,46,36
217360,Denton,Kansas,Leavenworth,17,27
217361,Denton,Kansas,Mitchell,30,47
217362,Denton,Kansas,Republic,33,38
217363,Denton,Kansas,Riley,36,64
217364,Denton,Kansas,Sedgwick,35,41
217365,Denton,Kansas,Wyandotte,41,78
217366,Denton,Kentucky,Campbell,85,99
217367,Denton,Kentucky,Fayette,11,21
217368,Denton,Kentucky,McCracken,15,24
217369,Denton,Kentucky,Woodford,11,17
217370,Denton,Louisiana,Acadia,22,38
217371,Denton,Louisiana,Bossier,13,19
217372,Denton,Louisiana,Caddo,438,360
217373,Denton,Louisiana,Calcasieu,135,130
217374,Denton,Louisiana,De Soto,8,15
217375,Denton,Louisiana,East Baton Rouge,16,29
217376,Denton,Louisiana,Iberia,48,75
217377,Denton,Louisiana,Lafayette,76,123
217378,Denton,Louisiana,Lincoln,78,82
217379,Denton,Louisiana,Livingston,30,54
217380,Denton,Louisiana,Natchitoches,1,13
217381,Denton,Louisiana,Orleans,16,34
217382,Denton,Louisiana,Ouachita,264,294
217383,Denton,Louisiana,Richland,15,24
217384,Denton,Louisiana,Sabine,7,12
217385,Denton,Louisiana,St. Martin,57,84
217386,Denton,Louisiana,Terrebonne,4,9
217387,Denton,Louisiana,Webster,44,34
217388,Denton,Maine,York,52,63
217389,Denton,Maryland,Baltimore,141,190
217390,Denton,Maryland,Howard,72,116
217391,Denton,Maryland,Baltimo,7,11
217392,Denton,Massachusetts,Barnstable,73,113
217393,Denton,Massachusetts,Hampshire,160,164
217394,Denton,Massachusetts,Norfolk,95,114
217395,Denton,Massachusetts,Worcester,7,12
217396,Denton,Michigan,Genesee,18,32
217397,Denton,Michigan,Hillsdale,109,121
217398,Denton,Michigan,Ingham,94,147
217399,Denton,Michigan,Kalamazoo,37,52
217400,Denton,Michigan,Oakland,31,44
217401,Denton,Michigan,Wayne,95,157
217402,Denton,Minnesota,Anoka,16,29
217403,Denton,Minnesota,Dakota,10,14
217404,Denton,Minnesota,Hennepin,378,223
217405,Denton,Minnesota,Ramsey,106,82
217406,Denton,Minnesota,Rice,11,18
217407,Denton,Minnesota,Rock,5,12
217408,Denton,Minnesota,Scott,7,12
217409,Denton,Minnesota,Sherburne,14,24
217410,Denton,Minnesota,Washington,18,30
217411,Denton,Mississippi,Madison,18,30
217412,Denton,Mississippi,Oktibbeha,118,95
217413,Denton,Mississippi,Pearl River,15,24
217414,Denton,Mississippi,Rankin,67,67
217415,Denton,Mississippi,Sunflower,195,262
217416,Denton,Missouri,Bollinger,88,93
217417,Denton,Missouri,Cape Girardeau,79,105
217418,Denton,Missouri,Cass,19,30
217419,Denton,Missouri,Clay,34,46
217420,Denton,Missouri,Greene,158,157
217421,Denton,Missouri,Jackson,104,83
217422,Denton,Missouri,Jefferson,32,53
217423,Denton,Missouri,Johnson,21,34
217424,Denton,Missouri,McDonald,7,13
217425,Denton,Missouri,Moniteau,16,24
217426,Denton,Missouri,Pulaski,147,225
217427,Denton,Missouri,St. Charles,30,49
217428,Denton,Missouri,St. Louis,100,97
217429,Denton,Missouri,Saline,8,12
217430,Denton,Missouri,Taney,16,32
217431,Denton,Missouri,St. Lou,22,34
217432,Denton,Montana,Cascade,55,88
217433,Denton,Montana,Madison,5,7
217434,Denton,Nebraska,Douglas,107,127
217435,Denton,Nebraska,Lancaster,74,86
217436,Denton,Nevada,Clark,141,111
217437,Denton,Nevada,Lyon,16,23
217438,Denton,New Hampshire,Belknap,11,19
217439,Denton,New Hampshire,Merrimack,15,22
217440,Denton,New Jersey,Bergen,79,86
217441,Denton,New Jersey,Burlington,35,43
217442,Denton,New Jersey,Camden,18,31
217443,Denton,New Jersey,Mercer,9,15
217444,Denton,New Jersey,Middlesex,202,148
217445,Denton,New Jersey,Monmouth,85,95
217446,Denton,New Jersey,Morris,45,78
217447,Denton,New Jersey,Ocean,112,158
217448,Denton,New Jersey,Union,19,31
217449,Denton,New Mexico,Bernalillo,138,85
217450,Denton,New Mexico,Doña Ana,208,321
217451,Denton,New Mexico,Lea,37,56
217452,Denton,New Mexico,McKinley,28,36
217453,Denton,New York,Bronx,9,17
217454,Denton,New York,Dutchess,23,37
217455,Denton,New York,Erie,46,49
217456,Denton,New York,Fulton,9,14
217457,Denton,New York,Kings,141,138
217458,Denton,New York,Livingston,17,29
217459,Denton,New York,Monroe,73,111
217460,Denton,New York,Nassau,37,62
217461,Denton,New York,New York,81,127
217462,Denton,New York,Orange,6,10
217463,Denton,New York,Putnam,20,29
217464,Denton,New York,Rockland,57,69
217465,Denton,New York,Suffolk,93,95
217466,Denton,New York,Westchester,25,39
217467,Denton,North Carolina,Cabarrus,9,17
217468,Denton,North Carolina,Cumberland,6,10
217469,Denton,North Carolina,Currituck,17,141
217470,Denton,North Carolina,Durham,22,33
217471,Denton,North Carolina,Forsyth,29,48
217472,Denton,North Carolina,Haywood,32,51
217473,Denton,North Carolina,Iredell,28,40
217474,Denton,North Carolina,Johnston,177,271
217475,Denton,North Carolina,Mecklenburg,60,92
217476,Denton,North Carolina,Orange,141,152
217477,Denton,North Carolina,Pitt,26,45
217478,Denton,Ohio,Butler,78,97
217479,Denton,Ohio,Fairfield,30,52
217480,Denton,Ohio,Franklin,19,43
217481,Denton,Ohio,Greene,19,27
217482,Denton,Ohio,Hamilton,18,24
217483,Denton,Ohio,Lucas,145,154
217484,Denton,Ohio,Mahoning,38,66
217485,Denton,Ohio,Medina,7,11
217486,Denton,Ohio,Miami,135,228
217487,Denton,Ohio,Montgomery,6,10
217488,Denton,Ohio,Summit,13,24
217489,Denton,Ohio,Warren,48,78
217490,Denton,Oklahoma,Bryan,72,92
217491,Denton,Oklahoma,Canadian,76,84
217492,Denton,Oklahoma,Choctaw,31,36
217493,Denton,Oklahoma,Cleveland,126,72
217494,Denton,Oklahoma,Comanche,41,47
217495,Denton,Oklahoma,Creek,25,39
217496,Denton,Oklahoma,Johnston,56,83
217497,Denton,Oklahoma,Le Flore,17,27
217498,Denton,Oklahoma,Logan,5,8
217499,Denton,Oklahoma,Love,3,6
217500,Denton,Oklahoma,Marshall,36,38
217501,Denton,Oklahoma,Murray,10,15
217502,Denton,Oklahoma,Oklahoma,71,54
217503,Denton,Oklahoma,Payne,82,114
217504,Denton,Oklahoma,Pottawatomie,35,40
217505,Denton,Oklahoma,Tulsa,240,202
217506,Denton,Oregon,Malheur,59,94
